"","x"
"1",2.35072041869632
"2",3.64329658666942
"3",3.93933164963421
"4",5.98629643318694
"5",1.13936153643843
"6",1.69108435128605
"7",5.09873620460953
"8",0.754641919682391
"9",6.20502814129653
"10",1.69021144058512
"11",19.9288479123552
"12",1.41393509841209
"13",2.53274102534403
"14",13.9915752104149
"15",0.0114482637672153
"16",0.0245558786395628
"17",2.18226945428788
"18",1.31670708931558
"19",3.37877451885156
"20",4.95259752304215
"21",1.53646435090441
"22",12.6675168025765
"23",1.848461739063
"24",2.81051900776613
"25",9.19341277095032
"26",2.40955743875028
"27",0.909174753764548
"28",0.118150610802277
"29",5.9267102802304
"30",6.00933047535548
"31",0.633378620944141
"32",3.06357512013602
"33",1.14857884797488
"34",0.572318516445345
"35",4.37367078135141
"36",0.177617979748994
"37",7.37807117984533
"38",0.712018183347969
"39",1.88980765949023
"40",1.45653047555197
"41",0.12418288188454
"42",4.47317932374368
"43",0.181272285073433
"44",2.60009908020852
"45",1.93311907582645
"46",1.66913929333415
"47",1.16792959246566
"48",0.247730480998865
"49",2.51628627451054
"50",3.58835729896571
"51",0.701334849044168
"52",1.84309935603713
"53",1.21706098188502
"54",0.201140676119171
"55",4.74600567463796
"56",2.19775080362008
"57",0.0401360924120753
"58",1.83683146306214
"59",0.333761657200979
"60",1.8182389279546
"61",10.3614223949049
"62",1.37157153655743
"63",4.95947010109917
"64",2.27813185157868
"65",1.9510773535477
"66",4.58327877997917
"67",1.20146689992751
"68",13.9960440263093
"69",2.50708520366047
"70",0.580828986036286
"71",0.323495335091644
"72",1.52812358109667
"73",0.566374909516971
"74",2.50755471527534
"75",1.4690107102679
"76",7.61802139085547
"77",1.71767130622215
"78",1.63072070246398
"79",0.00701560268526746
"80",4.0835552587952
"81",4.86267404705608
"82",2.49896875947764
"83",1.61428835083415
"84",3.83666539403513
"85",0.559449585249683
"86",11.110280957753
"87",1.4582971763346
"88",5.30992562387581
"89",0.284669389661625
"90",1.75455839177769
"91",8.04760554260241
"92",4.6174312462404
"93",4.2648923183948
"94",2.21863990482501
"95",2.61417208511451
"96",0.830276492512751
"97",0.135026619293894
"98",2.44885875627002
